product category; product name; product description; price; product option; option value;nothing useful; product option; option value 
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;black;;size;x-large
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;hunter green;;size;small
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;hunter green;;size;medium
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;hunter green;;size;large
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;hunter green;;size;x-large
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;red;;size;small
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;red;;size;medium
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;red;;size;large
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;red;;size;x-large
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;yellow;;size;small
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;yellow;;size;medium
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;yellow;;size;large
water bottle;Nalgene  Nalgene  Bottle;20 ounce;33;color;yellow;;size;x-large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;pink;;size;small
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;pink;;size;medium
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;pink;;size;large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;pink;;size;x-large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;royal blue;;size;small
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;royal blue;;size;medium
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;royal blue;;size;large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;royal blue;;size;x-large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;gray;;size;small
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;gray;;size;medium
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;gray;;size;large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;gray;;size;x-large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;hunter green;;size;small
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;hunter green;;size;medium
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;hunter green;;size;large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;hunter green;;size;x-large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;yellow;;size;small
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;yellow;;size;medium
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;yellow;;size;large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;yellow;;size;x-large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;red;;size;small
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;red;;size;medium
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;red;;size;large
shirt;Nautica Men's Short Sleeve Solid Slim Fit V-Neck T-Shirt;;11;color;red;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;black;;size;small
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;black;;size;medium
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;black;;size;large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;black;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;purple;;size;small
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;purple;;size;medium
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;purple;;size;large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;purple;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;sky blue;;size;small
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;sky blue;;size;medium
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;sky blue;;size;large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;sky blue;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;pink;;size;small
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;pink;;size;medium
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;pink;;size;large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;pink;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;royal blue;;size;small
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;royal blue;;size;medium
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;royal blue;;size;large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;royal blue;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;red;;size;small
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;red;;size;medium
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;red;;size;large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;red;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;yellow;;size;small
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;yellow;;size;medium
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;yellow;;size;large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;yellow;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;gray;;size;small
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;gray;;size;medium
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;gray;;size;large
shirt;Nautica Men's Standard Short Sleeve Colorful Graphic T-Shirt;;15;color;gray;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;20;color;hunter green;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;20;color;hunter green;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;20;color;hunter green;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;20;color;hunter green;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;yellow;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;yellow;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;yellow;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;yellow;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;black;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;black;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;black;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;black;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;sky blue;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;sky blue;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;sky blue;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;sky blue;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;pink;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;pink;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;pink;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;pink;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;red;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;red;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;red;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;red;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;purple;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;purple;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;purple;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;purple;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;royal blue;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;royal blue;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;royal blue;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;royal blue;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;hunter green;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;hunter green;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;hunter green;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;hunter green;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;gray;;size;small
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;gray;;size;medium
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;gray;;size;large
shirt;Nautica Men's Standard Short Sleeve Graphic T-Shirt;;8;color;gray;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;black;;size;small
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;black;;size;medium
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;black;;size;large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;black;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;orange;;size;small
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;orange;;size;medium
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;orange;;size;large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;orange;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;royal blue;;size;small
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;royal blue;;size;medium
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;royal blue;;size;large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;royal blue;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;maroon;;size;small
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;maroon;;size;medium
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;maroon;;size;large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;maroon;;size;x-large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;sky blue;;size;small
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;sky blue;;size;medium
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;sky blue;;size;large
shirt;Nautica Men's Standard Short Sleeve Slim Fit Striped V-Neck T-Shirt;;17;color;sky blue;;size;x-large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;maroon;;size;small
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;maroon;;size;medium
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;maroon;;size;large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;maroon;;size;x-large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;purple;;size;small
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;purple;;size;medium
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;purple;;size;large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;purple;;size;x-large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;red;;size;small
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;red;;size;medium
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;red;;size;large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;red;;size;x-large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;hunter green;;size;small
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;hunter green;;size;medium
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;hunter green;;size;large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;hunter green;;size;x-large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;pink;;size;small
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;pink;;size;medium
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;pink;;size;large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;pink;;size;x-large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;sky blue;;size;small
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;sky blue;;size;medium
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;sky blue;;size;large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;sky blue;;size;x-large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;black;;size;small
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;black;;size;medium
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;black;;size;large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;black;;size;x-large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;gray;;size;small
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;gray;;size;medium
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;gray;;size;large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;gray;;size;x-large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;yellow;;size;small
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;yellow;;size;medium
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;yellow;;size;large
shirt;Next Level Apparel Men's CVC Crewneck Blended T-Shirt;;17;color;yellow;;size;x-large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;yellow;;size;small
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;yellow;;size;medium
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;yellow;;size;large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;yellow;;size;x-large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;red;;size;small
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;red;;size;medium
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;red;;size;large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;red;;size;x-large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;black;;size;small
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;black;;size;medium
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;black;;size;large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;black;;size;x-large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;hunter green;;size;small
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;hunter green;;size;medium
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;hunter green;;size;large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;hunter green;;size;x-large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;sky blue;;size;small
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;sky blue;;size;medium
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;sky blue;;size;large
shirt;Next Level Apparel Men's Tri-Blend Long-Sleeve Hoodie;;11;color;sky blue;;size;x-large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;sky blue;;size;small
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;sky blue;;size;medium
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;sky blue;;size;large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;sky blue;;size;x-large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;orange;;size;small
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;orange;;size;medium
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;orange;;size;large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;orange;;size;x-large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;purple;;size;small
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;purple;;size;medium
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;purple;;size;large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;purple;;size;x-large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;pink;;size;small
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;pink;;size;medium
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;pink;;size;large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;pink;;size;x-large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;hunter green;;size;small
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;hunter green;;size;medium
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;hunter green;;size;large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;hunter green;;size;x-large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;royal blue;;size;small
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;royal blue;;size;medium
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;royal blue;;size;large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;royal blue;;size;x-large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;black;;size;small
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;black;;size;medium
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;black;;size;large
shirt;Next Level Apparel N6210 Mens Premium CVC Crew;;40;color;black;;size;x-large
shirt;Next Level mens Next Level Premium CVC Crew;;6;color;black;;size;small
shirt;Next Level mens Next Level Premium CVC Crew;;6;color;black;;size;medium
shirt;Next Level mens Next Level Premium CVC Crew;;6;color;black;;size;large
shirt;Next Level mens Next Level Premium CVC Crew;;6;color;black;;size;x-large
shirt;Next Level mens Next Level Premium CVC Crew;;6;color;red;;size;small
shirt;Next Level mens Next Level Premium CVC Crew;;6;color;red;;size;medium
shirt;Next Level mens Next Level Premium CVC Crew;;6;color;red;;size;large
shirt;Next Level mens Next Level Premium CVC Crew;;6;color;red;;size;x-large
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;sky blue;;size;small
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;sky blue;;size;medium
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;sky blue;;size;large
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;sky blue;;size;x-large
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;black;;size;small
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;black;;size;medium
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;black;;size;large
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;black;;size;x-large
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;hunter green;;size;small
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;hunter green;;size;medium
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;hunter green;;size;large
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;hunter green;;size;x-large
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;gray;;size;small
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;gray;;size;medium
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;gray;;size;large
shirt;Next Level Mens Premium Fitted CVC Crew Tee;;25;color;gray;;size;x-large
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;red;;size;small
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;red;;size;medium
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;red;;size;large
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;red;;size;x-large
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;purple;;size;small
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;purple;;size;medium
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;purple;;size;large
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;purple;;size;x-large
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;maroon;;size;small
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;maroon;;size;medium
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;maroon;;size;large
shirt;Next Level Mens Premium Fitted CVC Crew Tee N6210;;38;color;maroon;;size;x-large
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;red;;size;small
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;red;;size;medium
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;red;;size;large
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;red;;size;x-large
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;royal blue;;size;small
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;royal blue;;size;medium
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;royal blue;;size;large
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;royal blue;;size;x-large
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;maroon;;size;small
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;maroon;;size;medium
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;maroon;;size;large
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;maroon;;size;x-large
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;gray;;size;small
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;gray;;size;medium
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;gray;;size;large
shirt;Next Level Mens Premium Fitted Short-Sleeve Crew T-Shirt;;10;color;gray;;size;x-large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;orange;;size;small
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;orange;;size;medium
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;orange;;size;large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;orange;;size;x-large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;sky blue;;size;small
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;sky blue;;size;medium
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;sky blue;;size;large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;sky blue;;size;x-large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;gray;;size;small
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;gray;;size;medium
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;gray;;size;large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;gray;;size;x-large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;yellow;;size;small
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;yellow;;size;medium
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;yellow;;size;large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;yellow;;size;x-large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;maroon;;size;small
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;maroon;;size;medium
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;maroon;;size;large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;maroon;;size;x-large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;royal blue;;size;small
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;royal blue;;size;medium
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;royal blue;;size;large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;royal blue;;size;x-large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;pink;;size;small
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;pink;;size;medium
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;pink;;size;large
shirt;Next Level mens Premium Fitted Sueded V-Neck Tee;;6;color;pink;;size;x-large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;purple;;size;small
